OG	Human	Species	Human_gene	Gene
37886	H. sapiens	X. laevis	HNF4G	hnf4g
37888	H. sapiens	R. norvegicus	SERPINB9	Serpinb9
37888	H. sapiens	M. musculus	SERPINB9	Serpinb9
37894	H. sapiens	R. norvegicus	UCHL1	Uchl1
37894	H. sapiens	X. laevis	UCHL1	uchl1
37894	H. sapiens	M. musculus	UCHL1	Uchl1
37895	H. sapiens	X. laevis	BEST1	best1
37895	H. sapiens	M. musculus	BEST1	Best1
37895	H. sapiens	R. norvegicus	BEST1	Best1
37897	H. sapiens	M. musculus	GBF1	Gbf1
37897	H. sapiens	X. laevis	GBF1	gbf1
37897	H. sapiens	D. melanogaster	GBF1	garz
37897	H. sapiens	C. elegans	GBF1	gbf-1
37897	H. sapiens	R. norvegicus	GBF1	Gbf1
37898	H. sapiens	X. laevis	ADAM22	adam22
37898	H. sapiens	M. musculus	ADAM22	Adam22
37900	H. sapiens	R. norvegicus	SLC16A3	Slc16a3
37900	H. sapiens	X. laevis	SLC16A3	slc16a3
37900	H. sapiens	M. musculus	SLC16A3	Slc16a3
37901	H. sapiens	M. musculus	SLC6A5	Slc6a5
37901	H. sapiens	X. laevis	SLC6A5	slc6a5
37901	H. sapiens	D. melanogaster	SLC6A5	CG5549
37901	H. sapiens	R. norvegicus	SLC6A5	Slc6a5
37902	H. sapiens	R. norvegicus	SLC28A1	Slc28a1
37902	H. sapiens	M. musculus	SLC28A1	Slc28a1
37903	H. sapiens	C. elegans	RAB11A	rab-11.1
37903	H. sapiens	S. cerevisiae	RAB11A	YPT31
37903	H. sapiens	R. norvegicus	RAB11A	Rab11a
37903	H. sapiens	D. melanogaster	RAB11A	Rab11
37903	H. sapiens	M. musculus	RAB11A	Rab11a
37903	H. sapiens	X. laevis	RAB11A	rab11a
37905	H. sapiens	C. elegans	COX5A	cco-2
37905	H. sapiens	D. melanogaster	COX5A	CoVa
37905	H. sapiens	M. musculus	COX5A	Cox5a
37905	H. sapiens	R. norvegicus	COX5A	Cox5a
37905	H. sapiens	X. laevis	COX5A	cox5a
37906	H. sapiens	C. elegans	G6PD	gspd-1
37906	H. sapiens	S. cerevisiae	G6PD	ZWF1
37906	H. sapiens	R. norvegicus	G6PD	G6pd
37906	H. sapiens	D. melanogaster	G6PD	Zw
37906	H. sapiens	M. musculus	G6PD	G6pdx
37906	H. sapiens	X. laevis	G6PD	g6pd
37907	H. sapiens	C. elegans	GOSR2	memb-1
37907	H. sapiens	R. norvegicus	GOSR2	Gosr2
37907	H. sapiens	D. melanogaster	GOSR2	membrin
37907	H. sapiens	M. musculus	GOSR2	Gosr2
37907	H. sapiens	X. laevis	GOSR2	gosr2
37910	H. sapiens	R. norvegicus	BUB1	Bub1
37910	H. sapiens	M. musculus	BUB1	Bub1
37910	H. sapiens	X. laevis	BUB1	bub1
37911	H. sapiens	M. musculus	CALR	Calr
37911	H. sapiens	R. norvegicus	CALR	Calr
37911	H. sapiens	D. melanogaster	CALR	Crc
37911	H. sapiens	C. elegans	CALR	crt-1
37911	H. sapiens	X. laevis	CALR	calr
37912	H. sapiens	R. norvegicus	CASP3	Casp3
37912	H. sapiens	M. musculus	CASP3	Casp3
37912	H. sapiens	X. laevis	CASP3	casp3
37914	H. sapiens	R. norvegicus	RUNX3	Runx3
37914	H. sapiens	M. musculus	RUNX3	Runx3
37914	H. sapiens	X. laevis	RUNX3	runx3
37917	H. sapiens	M. musculus	COL6A3	Col6a3
37917	H. sapiens	X. laevis	COL6A3	col6a3
37917	H. sapiens	R. norvegicus	COL6A3	Col6a3
37922	H. sapiens	R. norvegicus	DSP	Dsp
37922	H. sapiens	M. musculus	DSP	Dsp
37923	H. sapiens	R. norvegicus	EGR3	Egr3
37923	H. sapiens	M. musculus	EGR3	Egr3
37923	H. sapiens	X. laevis	EGR3	egr3
37924	H. sapiens	R. norvegicus	ENSA	Ensa
37924	H. sapiens	M. musculus	ENSA	Ensa
37924	H. sapiens	X. laevis	ENSA	ensa
37925	H. sapiens	M. musculus	EPHB2	Ephb2
37925	H. sapiens	R. norvegicus	EPHB2	Ephb2
37926	H. sapiens	X. laevis	EZH2	ezh2
37926	H. sapiens	M. musculus	EZH2	Ezh2
37926	H. sapiens	D. melanogaster	EZH2	E(z)
37926	H. sapiens	R. norvegicus	EZH2	Ezh2
37927	H. sapiens	X. laevis	FGL1	fgl1
37927	H. sapiens	M. musculus	FGL1	Fgl1
37927	H. sapiens	R. norvegicus	FGL1	Fgl1
37928	H. sapiens	R. norvegicus	FHL3	Fhl3
37928	H. sapiens	X. laevis	FHL3	fhl3
37928	H. sapiens	M. musculus	FHL3	Fhl3
37929	H. sapiens	X. laevis	AGFG1	agfg1
37929	H. sapiens	M. musculus	AGFG1	Agfg1
37929	H. sapiens	R. norvegicus	AGFG1	Agfg1
37931	H. sapiens	X. laevis	HSF2	hsf2
37931	H. sapiens	M. musculus	HSF2	Hsf2
37931	H. sapiens	R. norvegicus	HSF2	Hsf2
37932	H. sapiens	M. musculus	HUS1	Hus1
37932	H. sapiens	C. elegans	HUS1	hus-1
37932	H. sapiens	X. laevis	HUS1	hus1
37932	H. sapiens	D. melanogaster	HUS1	Hus1-like
37932	H. sapiens	R. norvegicus	HUS1	Hus1
37933	H. sapiens	X. laevis	MLLT3	LOC549668
37933	H. sapiens	M. musculus	MLLT3	Mllt3
37936	H. sapiens	X. laevis	PEX14	pex14
37936	H. sapiens	M. musculus	PEX14	Pex14
37936	H. sapiens	D. melanogaster	PEX14	Pex14
37936	H. sapiens	R. norvegicus	PEX14	Pex14
37940	H. sapiens	D. melanogaster	RPS6KA3	S6kII
37940	H. sapiens	R. norvegicus	RPS6KA3	Rps6ka3
37940	H. sapiens	X. laevis	RPS6KA3	LOC100496161
37940	H. sapiens	M. musculus	RPS6KA3	Rps6ka3
37942	H. sapiens	D. melanogaster	TAF1	Taf1
37942	H. sapiens	R. norvegicus	TAF1	Taf1
37942	H. sapiens	X. laevis	TAF1	taf1
37942	H. sapiens	C. elegans	TAF1	taf-1
37942	H. sapiens	M. musculus	TAF1	Taf1
37944	H. sapiens	M. musculus	TRPC6	Trpc6
37944	H. sapiens	C. elegans	TRPC6	trp-1
37944	H. sapiens	X. laevis	TRPC6	trpc6
37944	H. sapiens	R. norvegicus	TRPC6	Trpc6
37945	H. sapiens	M. musculus	WRB	Wrb
37945	H. sapiens	X. laevis	WRB	wrb
37945	H. sapiens	R. norvegicus	WRB	Wrb
37952	H. sapiens	R. norvegicus	PRKRIR	Prkrir
37952	H. sapiens	M. musculus	PRKRIR	Prkrir
37952	H. sapiens	X. laevis	PRKRIR	prkrir
37953	H. sapiens	M. musculus	ATG12	Atg12
37953	H. sapiens	R. norvegicus	ATG12	Atg12
37953	H. sapiens	D. melanogaster	ATG12	Atg12
37953	H. sapiens	X. laevis	ATG12	LOC100493403
37954	H. sapiens	C. elegans	HGS	hgrs-1
37954	H. sapiens	R. norvegicus	HGS	Hgs
37954	H. sapiens	X. laevis	HGS	hgs
37954	H. sapiens	M. musculus	HGS	Hgs
37954	H. sapiens	D. melanogaster	HGS	Hrs
37955	H. sapiens	R. norvegicus	PCSK7	Pcsk7
37955	H. sapiens	M. musculus	PCSK7	Pcsk7
37955	H. sapiens	X. laevis	PCSK7	pcsk7
37956	H. sapiens	R. norvegicus	DGKI	Dgki
37956	H. sapiens	X. laevis	DGKI	dgki
37956	H. sapiens	M. musculus	DGKI	Dgki
37957	H. sapiens	M. musculus	SCAF11	Scaf11
37957	H. sapiens	R. norvegicus	SCAF11	Scaf11
37958	H. sapiens	R. norvegicus	MAP3K13	Map3k13
37958	H. sapiens	X. laevis	MAP3K13	LOC100493878
37958	H. sapiens	M. musculus	MAP3K13	Map3k13
37959	H. sapiens	R. norvegicus	ZW10	Zw10
37959	H. sapiens	X. laevis	ZW10	zw10
37959	H. sapiens	M. musculus	ZW10	Zw10
37959	H. sapiens	C. elegans	ZW10	czw-1
37961	H. sapiens	X. laevis	BZRAP1	bzrap1
37961	H. sapiens	R. norvegicus	BZRAP1	Bzrap1
37961	H. sapiens	M. musculus	BZRAP1	Bzrap1
37964	H. sapiens	D. melanogaster	ZNHIT3	CG8204
37964	H. sapiens	M. musculus	ZNHIT3	Znhit3
37964	H. sapiens	X. laevis	ZNHIT3	znhit3
37964	H. sapiens	R. norvegicus	ZNHIT3	Znhit3
37968	H. sapiens	M. musculus	POLR2D	Polr2d
37968	H. sapiens	R. norvegicus	POLR2D	Polr2d
37968	H. sapiens	X. laevis	POLR2D	polr2d
37968	H. sapiens	C. elegans	POLR2D	rpb-4
37968	H. sapiens	D. melanogaster	POLR2D	Rpb4
37969	H. sapiens	X. laevis	SYMPK	sympk
37969	H. sapiens	R. norvegicus	SYMPK	Sympk
37969	H. sapiens	C. elegans	SYMPK	symk-1
37969	H. sapiens	D. melanogaster	SYMPK	Sym
37969	H. sapiens	M. musculus	SYMPK	Sympk
37972	H. sapiens	M. musculus	HOMER3	Homer3
37972	H. sapiens	R. norvegicus	HOMER3	Homer3
37972	H. sapiens	X. laevis	HOMER3	homer3
37973	H. sapiens	D. melanogaster	STX8	Syx8
37973	H. sapiens	M. musculus	STX8	Stx8
37973	H. sapiens	X. laevis	STX8	stx8
37973	H. sapiens	R. norvegicus	STX8	Stx8
37974	H. sapiens	R. norvegicus	LITAF	Litaf
37974	H. sapiens	X. laevis	LITAF	litaf
37974	H. sapiens	M. musculus	LITAF	Litaf
37975	H. sapiens	M. musculus	SCAMP1	Scamp1
37975	H. sapiens	D. melanogaster	SCAMP1	Scamp
37975	H. sapiens	R. norvegicus	SCAMP1	Scamp1
37975	H. sapiens	X. laevis	SCAMP1	scamp1
37975	H. sapiens	C. elegans	SCAMP1	scm-1
37976	H. sapiens	S. cerevisiae	VPS4B	VPS4
37976	H. sapiens	X. laevis	VPS4B	vps4b
37976	H. sapiens	C. elegans	VPS4B	vps-4
37976	H. sapiens	R. norvegicus	VPS4B	Vps4b
37976	H. sapiens	M. musculus	VPS4B	Vps4b
37977	H. sapiens	D. melanogaster	GOSR1	Gos28
37977	H. sapiens	X. laevis	GOSR1	gosr1
37977	H. sapiens	C. elegans	GOSR1	gos-28
37977	H. sapiens	R. norvegicus	GOSR1	Gosr1
37977	H. sapiens	M. musculus	GOSR1	Gosr1
37977	H. sapiens	S. cerevisiae	GOSR1	GOS1
37982	H. sapiens	R. norvegicus	MRPL49	Mrpl49
37982	H. sapiens	X. laevis	MRPL49	mrpl49
37982	H. sapiens	M. musculus	MRPL49	Mrpl49
37984	H. sapiens	X. laevis	DOCK2	dock2
37984	H. sapiens	M. musculus	DOCK2	Dock2
37984	H. sapiens	R. norvegicus	DOCK2	Dock2
37985	H. sapiens	S. cerevisiae	SLC29A1	FUN26
37985	H. sapiens	R. norvegicus	SLC29A1	Slc29a1
37985	H. sapiens	X. laevis	SLC29A1	MGC107853
37985	H. sapiens	D. melanogaster	SLC29A1	Ent1
37985	H. sapiens	M. musculus	SLC29A1	Slc29a1
37987	H. sapiens	R. norvegicus	IGFALS	Igfals
37987	H. sapiens	X. laevis	IGFALS	igfals
37987	H. sapiens	M. musculus	IGFALS	Igfals
37988	H. sapiens	R. norvegicus	KCNB1	Kcnb1
37988	H. sapiens	X. laevis	KCNB1	kcnb1
37988	H. sapiens	M. musculus	KCNB1	Kcnb1
37989	H. sapiens	M. musculus	KCNJ9	Kcnj9
37989	H. sapiens	R. norvegicus	KCNJ9	Kcnj9
37990	H. sapiens	X. laevis	KRAS	LOC100485959
37990	H. sapiens	R. norvegicus	KRAS	Kras
37990	H. sapiens	C. elegans	KRAS	let-60
37990	H. sapiens	D. melanogaster	KRAS	Ras85D
37990	H. sapiens	M. musculus	KRAS	Kras
37994	H. sapiens	M. musculus	NDUFA7	Ndufa7
37994	H. sapiens	X. laevis	NDUFA7	ndufa7
37994	H. sapiens	R. norvegicus	NDUFA7	Ndufa7
37995	H. sapiens	M. musculus	PIP4K2A	Pip4k2a
37995	H. sapiens	X. laevis	PIP4K2A	pip4k2b
37995	H. sapiens	R. norvegicus	PIP4K2A	Pip4k2a
37996	H. sapiens	R. norvegicus	POLRMT	Polrmt
37996	H. sapiens	M. musculus	POLRMT	Polrmt
37996	H. sapiens	X. laevis	POLRMT	polrmt
37996	H. sapiens	D. melanogaster	POLRMT	mtRNApol
37998	H. sapiens	M. musculus	KLK7	Klk7
37998	H. sapiens	R. norvegicus	KLK7	Klk7
37999	H. sapiens	X. laevis	PSMD5	psmd5
37999	H. sapiens	D. melanogaster	PSMD5	CG12096
37999	H. sapiens	M. musculus	PSMD5	Psmd5
37999	H. sapiens	R. norvegicus	PSMD5	Psmd5
38007	H. sapiens	M. musculus	TPD52	Tpd52
38007	H. sapiens	X. laevis	TPD52	tpd52
38007	H. sapiens	R. norvegicus	TPD52	Tpd52
38008	H. sapiens	M. musculus	NUP214	Nup214
38008	H. sapiens	R. norvegicus	NUP214	Nup214
38009	H. sapiens	X. laevis	GOLGA5	golga5
38009	H. sapiens	M. musculus	GOLGA5	Golga5
38009	H. sapiens	C. elegans	GOLGA5	T24B1.1
38009	H. sapiens	R. norvegicus	GOLGA5	Golga5
38012	H. sapiens	M. musculus	THOC1	Thoc1
38012	H. sapiens	D. melanogaster	THOC1	Hpr1
38012	H. sapiens	X. laevis	THOC1	thoc1
38012	H. sapiens	C. elegans	THOC1	thoc-1
38017	H. sapiens	M. musculus	ATP5G1	Atp5g1
38017	H. sapiens	R. norvegicus	ATP5G1	Atp5g1
38020	H. sapiens	M. musculus	COX6A2	Cox6a2
38020	H. sapiens	R. norvegicus	COX6A2	Cox6a2
38024	H. sapiens	X. laevis	GEM	gem
38024	H. sapiens	M. musculus	GEM	Gem
38024	H. sapiens	R. norvegicus	GEM	Gem
38026	H. sapiens	M. musculus	GPR6	Gpr6
38026	H. sapiens	X. laevis	GPR6	gpr6
38026	H. sapiens	R. norvegicus	GPR6	Gpr6
38034	H. sapiens	M. musculus	HCLS1	Hcls1
38034	H. sapiens	R. norvegicus	HCLS1	Hcls1
38035	H. sapiens	M. musculus	HDLBP	Hdlbp
38035	H. sapiens	D. melanogaster	HDLBP	Dp1
38035	H. sapiens	C. elegans	HDLBP	CELE_C08H9.2
38035	H. sapiens	R. norvegicus	HDLBP	Hdlbp
38035	H. sapiens	X. laevis	HDLBP	hdlbp
38043	H. sapiens	R. norvegicus	PDCL	Pdcl
38043	H. sapiens	X. laevis	PDCL	pdcl
38043	H. sapiens	M. musculus	PDCL	Pdcl
38043	H. sapiens	D. melanogaster	PDCL	CG7650
38049	H. sapiens	C. elegans	SLC20A1	C48A7.2
38049	H. sapiens	R. norvegicus	SLC20A1	Slc20a1
38049	H. sapiens	M. musculus	SLC20A1	Slc20a1
38049	H. sapiens	X. laevis	SLC20A1	slc20a1
38052	H. sapiens	X. laevis	NCOA4	ncoa4
38052	H. sapiens	M. musculus	NCOA4	Ncoa4
38052	H. sapiens	R. norvegicus	NCOA4	Ncoa4
38053	H. sapiens	M. musculus	ABI1	Abi1
38053	H. sapiens	R. norvegicus	ABI1	Abi1
38053	H. sapiens	X. laevis	ABI1	abi1
38054	H. sapiens	X. laevis	GNPDA1	gnpda1
38054	H. sapiens	R. norvegicus	GNPDA1	Gnpda1
38054	H. sapiens	M. musculus	GNPDA1	Gnpda1
38055	H. sapiens	R. norvegicus	TOM1L1	Tom1l1
38055	H. sapiens	X. laevis	TOM1L1	tom1l1
38055	H. sapiens	M. musculus	TOM1L1	Tom1l1
38057	H. sapiens	X. laevis	RANBP9	ranbp9
38057	H. sapiens	R. norvegicus	RANBP9	Ranbp9
38057	H. sapiens	D. melanogaster	RANBP9	RanBPM
38057	H. sapiens	M. musculus	RANBP9	Ranbp9
38058	H. sapiens	R. norvegicus	DNAJB6	Dnajb6
38058	H. sapiens	X. laevis	DNAJB6	dnajb6
38058	H. sapiens	M. musculus	DNAJB6	Dnajb6
38058	H. sapiens	C. elegans	DNAJB6	dnj-24
38062	H. sapiens	X. laevis	GTF2E1	gtf2e1
38062	H. sapiens	D. melanogaster	GTF2E1	TfIIEalpha
38062	H. sapiens	C. elegans	GTF2E1	CELE_ZK550.4
38062	H. sapiens	M. musculus	GTF2E1	Gtf2e1
38062	H. sapiens	R. norvegicus	GTF2E1	Gtf2e1
38066	H. sapiens	R. norvegicus	HMGCS2	Hmgcs2
38066	H. sapiens	M. musculus	HMGCS2	Hmgcs2
38067	H. sapiens	X. laevis	HES1	hes1
38067	H. sapiens	M. musculus	HES1	Hes1
38067	H. sapiens	R. norvegicus	HES1	Hes1
38075	H. sapiens	C. elegans	LGMN	T28H10.3
38075	H. sapiens	M. musculus	LGMN	Lgmn
38075	H. sapiens	R. norvegicus	LGMN	Lgmn
38075	H. sapiens	X. laevis	LGMN	lgmn
38077	H. sapiens	X. laevis	SLCO2A1	slco2a1
38077	H. sapiens	M. musculus	SLCO2A1	Slco2a1
38077	H. sapiens	R. norvegicus	SLCO2A1	Slco2a1
38080	H. sapiens	R. norvegicus	SS18	Ss18
38080	H. sapiens	M. musculus	SS18	Ss18
38080	H. sapiens	X. laevis	SS18	ss18
38082	H. sapiens	M. musculus	TARBP1	Gm17296
38082	H. sapiens	R. norvegicus	TARBP1	LOC679346
38082	H. sapiens	X. laevis	TARBP1	tarbp1
38087	H. sapiens	X. laevis	EPM2A	epm2a
38087	H. sapiens	M. musculus	EPM2A	Epm2a
38087	H. sapiens	R. norvegicus	EPM2A	Epm2a
38089	H. sapiens	X. laevis	COX17	cox17
38089	H. sapiens	R. norvegicus	COX17	Cox17
38089	H. sapiens	M. musculus	COX17	Cox17
38092	H. sapiens	X. laevis	RAD50	rad50
38092	H. sapiens	M. musculus	RAD50	Rad50
38092	H. sapiens	R. norvegicus	RAD50	Rad50
38092	H. sapiens	D. melanogaster	RAD50	rad50
38093	H. sapiens	M. musculus	KIF20A	Kif20a
38093	H. sapiens	R. norvegicus	KIF20A	Kif20a
38093	H. sapiens	X. laevis	KIF20A	kif20a
38094	H. sapiens	D. melanogaster	DNAL4	CG8407
38094	H. sapiens	M. musculus	DNAL4	Dnal4
38094	H. sapiens	X. laevis	DNAL4	dnal4
38094	H. sapiens	R. norvegicus	DNAL4	Dnal4
38095	H. sapiens	C. elegans	BCAP31	Y54G2A.18
38095	H. sapiens	X. laevis	BCAP31	bcap31
38095	H. sapiens	R. norvegicus	BCAP31	Bcap31
38095	H. sapiens	D. melanogaster	BCAP31	CG13887
38095	H. sapiens	M. musculus	BCAP31	Bcap31
38096	H. sapiens	X. laevis	G3BP1	g3bp1
38096	H. sapiens	R. norvegicus	G3BP1	G3bp1
38096	H. sapiens	M. musculus	G3BP1	G3bp1
38097	H. sapiens	D. melanogaster	ATP6AP2	VhaM8.9
38097	H. sapiens	M. musculus	ATP6AP2	Atp6ap2
38097	H. sapiens	X. laevis	ATP6AP2	atp6ap2
38097	H. sapiens	R. norvegicus	ATP6AP2	Atp6ap2
38098	H. sapiens	R. norvegicus	FARP1	Farp1
38098	H. sapiens	M. musculus	FARP1	Farp1
38098	H. sapiens	X. laevis	FARP1	farp1
38100	H. sapiens	R. norvegicus	MPHOSPH6	Mphosph6
38100	H. sapiens	X. laevis	MPHOSPH6	mphosph6
38100	H. sapiens	M. musculus	MPHOSPH6	Mphosph6
38106	H. sapiens	X. laevis	PRSS16	prss16
38106	H. sapiens	R. norvegicus	PRSS16	Prss16
38106	H. sapiens	M. musculus	PRSS16	Prss16
38111	H. sapiens	M. musculus	MAP1B	Map1b
38111	H. sapiens	R. norvegicus	MAP1B	Map1b
38114	H. sapiens	M. musculus	MAP3K5	Map3k5
38114	H. sapiens	X. laevis	MAP3K5	LOC100497692
38114	H. sapiens	R. norvegicus	MAP3K5	Map3k5
38116	H. sapiens	M. musculus	MMP11	Mmp11
38116	H. sapiens	R. norvegicus	MMP11	Mmp11
38116	H. sapiens	X. laevis	MMP11	mmp11
38120	H. sapiens	X. laevis	PRCC	prcc
38120	H. sapiens	M. musculus	PRCC	Prcc
38120	H. sapiens	R. norvegicus	PRCC	Prcc
38122	H. sapiens	D. melanogaster	STK10	slik
38122	H. sapiens	X. laevis	STK10	stk10
38122	H. sapiens	C. elegans	STK10	gck-4
38122	H. sapiens	R. norvegicus	STK10	Stk10
38122	H. sapiens	M. musculus	STK10	Stk10
38123	H. sapiens	M. musculus	TBX2	Tbx2
38123	H. sapiens	X. laevis	TBX2	tbx2
38129	H. sapiens	M. musculus	CD164	Cd164
38129	H. sapiens	R. norvegicus	CD164	Cd164
38131	H. sapiens	M. musculus	HTR3B	Htr3b
38131	H. sapiens	X. laevis	HTR3B	htr3b
38131	H. sapiens	R. norvegicus	HTR3B	Htr3b
38137	H. sapiens	M. musculus	TRDN	Trdn
38137	H. sapiens	R. norvegicus	TRDN	Trdn
38139	H. sapiens	X. laevis	SCML2	scml2
38139	H. sapiens	R. norvegicus	SCML2	RGD1564289
38141	H. sapiens	R. norvegicus	NDC80	Ndc80
38141	H. sapiens	M. musculus	NDC80	Ndc80
38141	H. sapiens	X. laevis	NDC80	ndc80
38142	H. sapiens	C. elegans	PPIE	cyn-13
38142	H. sapiens	D. melanogaster	PPIE	cyp33
38142	H. sapiens	M. musculus	PPIE	Ppie
38142	H. sapiens	X. laevis	PPIE	ppie
38143	H. sapiens	C. elegans	VAV3	vav-1
38143	H. sapiens	X. laevis	VAV3	vav3
38143	H. sapiens	R. norvegicus	VAV3	Vav3
38143	H. sapiens	M. musculus	VAV3	Vav3
38145	H. sapiens	M. musculus	ECI2	Eci2
38145	H. sapiens	C. elegans	ECI2	ech-4
38145	H. sapiens	R. norvegicus	ECI2	Eci2
38145	H. sapiens	X. laevis	ECI2	eci2
38146	H. sapiens	M. musculus	KRT1	Krt1
38146	H. sapiens	R. norvegicus	KRT1	Krt1
38148	H. sapiens	R. norvegicus	NCK1	Nck1
38148	H. sapiens	M. musculus	NCK1	Nck1
38148	H. sapiens	D. melanogaster	NCK1	dock
38148	H. sapiens	X. laevis	NCK1	nck1
38149	H. sapiens	D. melanogaster	NFYB	Nf-YB
38149	H. sapiens	S. cerevisiae	NFYB	HAP3
38149	H. sapiens	M. musculus	NFYB	Nfyb
38149	H. sapiens	R. norvegicus	NFYB	Nfyb
38149	H. sapiens	X. laevis	NFYB	nfyb
38150	H. sapiens	X. laevis	NUMA1	LOC100145664
38150	H. sapiens	R. norvegicus	NUMA1	Numa1
38150	H. sapiens	M. musculus	NUMA1	Numa1
38155	H. sapiens	X. laevis	PLCL1	plcl1
38155	H. sapiens	M. musculus	PLCL1	Plcl1
38155	H. sapiens	R. norvegicus	PLCL1	Plcl1
38160	H. sapiens	X. laevis	PRKAB1	prkab1
38160	H. sapiens	D. melanogaster	PRKAB1	alc
38160	H. sapiens	M. musculus	PRKAB1	Prkab1
38160	H. sapiens	R. norvegicus	PRKAB1	Prkab1
38161	H. sapiens	R. norvegicus	RAD21	Rad21
38161	H. sapiens	M. musculus	RAD21	Rad21
38161	H. sapiens	D. melanogaster	RAD21	vtd
38161	H. sapiens	X. laevis	RAD21	rad21
38165	H. sapiens	R. norvegicus	SHFM1	Shfm1
38165	H. sapiens	M. musculus	SHFM1	Shfm1
38166	H. sapiens	R. norvegicus	NCOR1	Ncor1
38166	H. sapiens	M. musculus	NCOR1	Ncor1
38166	H. sapiens	X. laevis	NCOR1	ncor1
38168	H. sapiens	M. musculus	BASP1	Basp1
38168	H. sapiens	R. norvegicus	BASP1	LOC100910172
38169	H. sapiens	M. musculus	PGRMC2	Pgrmc2
38169	H. sapiens	R. norvegicus	PGRMC2	Pgrmc2
38169	H. sapiens	X. laevis	PGRMC2	pgrmc2
38170	H. sapiens	M. musculus	FBLN5	Fbln5
38170	H. sapiens	X. laevis	FBLN5	fbln5
38170	H. sapiens	R. norvegicus	FBLN5	Fbln5
38171	H. sapiens	R. norvegicus	IFI30	Ifi30
38171	H. sapiens	D. melanogaster	IFI30	CG41378
38171	H. sapiens	X. laevis	IFI30	ifi30
38171	H. sapiens	M. musculus	IFI30	Ifi30
38172	H. sapiens	C. elegans	PPIH	cyn-11
38172	H. sapiens	R. norvegicus	PPIH	Ppih
38172	H. sapiens	D. melanogaster	PPIH	CG17266
38172	H. sapiens	M. musculus	PPIH	Ppih
38172	H. sapiens	X. laevis	PPIH	ppih
38178	H. sapiens	R. norvegicus	VTI1B	Vti1b
38178	H. sapiens	X. laevis	VTI1B	vti1b
38178	H. sapiens	M. musculus	VTI1B	Vti1b
38180	H. sapiens	R. norvegicus	RPP30	Rpp30
38180	H. sapiens	S. cerevisiae	RPP30	RPP1
38180	H. sapiens	M. musculus	RPP30	Rpp30
38180	H. sapiens	X. laevis	RPP30	rpp30
38180	H. sapiens	D. melanogaster	RPP30	Rpp30
38181	H. sapiens	R. norvegicus	SLC35A1	Slc35a1
38181	H. sapiens	C. elegans	SLC35A1	ugtp-1
38181	H. sapiens	M. musculus	SLC35A1	Slc35a1
38182	H. sapiens	R. norvegicus	RABAC1	Rabac1
38182	H. sapiens	X. laevis	RABAC1	rabac1
38182	H. sapiens	M. musculus	RABAC1	Rabac1
38182	H. sapiens	D. melanogaster	RABAC1	CG1418
38183	H. sapiens	X. laevis	USP16	usp16
38183	H. sapiens	R. norvegicus	USP16	Usp16
38183	H. sapiens	M. musculus	USP16	Usp16
38184	H. sapiens	R. norvegicus	POLR3G	Polr3g
38184	H. sapiens	X. laevis	POLR3G	polr3g
38184	H. sapiens	M. musculus	POLR3G	Polr3g
38185	H. sapiens	R. norvegicus	POLR3C	Polr3c
38185	H. sapiens	C. elegans	POLR3C	C48E7.2
38185	H. sapiens	X. laevis	POLR3C	polr3c
38185	H. sapiens	M. musculus	POLR3C	Polr3c
38185	H. sapiens	D. melanogaster	POLR3C	CG12267
38186	H. sapiens	X. laevis	TXNIP	txnip
38186	H. sapiens	R. norvegicus	TXNIP	Txnip
38186	H. sapiens	M. musculus	TXNIP	Txnip
38187	H. sapiens	M. musculus	KHK	Khk
38187	H. sapiens	X. laevis	KHK	khk
38187	H. sapiens	R. norvegicus	KHK	Khk
38189	H. sapiens	R. norvegicus	POLH	Polh
38189	H. sapiens	C. elegans	POLH	polh-1
38189	H. sapiens	M. musculus	POLH	Polh
38189	H. sapiens	X. laevis	POLH	polh
38194	H. sapiens	M. musculus	TFPI2	Tfpi2
38194	H. sapiens	X. laevis	TFPI2	tfpi2
38194	H. sapiens	R. norvegicus	TFPI2	Tfpi2
38195	H. sapiens	R. norvegicus	EXOC5	Exoc5
38195	H. sapiens	C. elegans	EXOC5	sec-10
38195	H. sapiens	S. cerevisiae	EXOC5	SEC10
38195	H. sapiens	M. musculus	EXOC5	Exoc5
38195	H. sapiens	X. laevis	EXOC5	exoc5
38195	H. sapiens	D. melanogaster	EXOC5	sec10
38197	H. sapiens	X. laevis	CXCR6	cxcr6
38197	H. sapiens	M. musculus	CXCR6	Cxcr6
38197	H. sapiens	R. norvegicus	CXCR6	Cxcr6
38199	H. sapiens	X. laevis	MAP4K5	map4k5
38199	H. sapiens	M. musculus	MAP4K5	Map4k5
38199	H. sapiens	R. norvegicus	MAP4K5	Map4k5
38200	H. sapiens	R. norvegicus	AVIL	Avil
38200	H. sapiens	X. laevis	AVIL	avil
38200	H. sapiens	M. musculus	AVIL	Avil
38201	H. sapiens	X. laevis	SULT1C2	sult1b1
38201	H. sapiens	M. musculus	SULT1C2	Sult1c2
38202	H. sapiens	X. laevis	POLD3	pold3
38202	H. sapiens	R. norvegicus	POLD3	Pold3
38202	H. sapiens	M. musculus	POLD3	Pold3
38203	H. sapiens	X. laevis	AP4B1	ap4b1
38203	H. sapiens	M. musculus	AP4B1	Ap4b1
38203	H. sapiens	R. norvegicus	AP4B1	Ap4b1
38206	H. sapiens	X. laevis	STAG2	stag1
